-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                       Marker lineage          # genomes   # markers   # marker sets    0     1    2    3    4   5+   Completeness   Contamination   Strain heterogeneity  
  3733.job1.output.5     p__Bacteroidetes (UID2605)       350         314           208         24   287   3    0    0   0       91.35            0.82              33.33          
  3733.job1.output.9       k__Bacteria (UID2569)          434         278           186         23   252   3    0    0   0       91.13            0.86               0.00          
  3733.job1.output.52    o__Bacteroidales (UID2617)       213         406           265         28   377   1    0    0   0       91.01            0.19               0.00          
  3733.job1.output.21      k__Bacteria (UID2495)          2993        147            91         22    61   55   8    0   1       90.84           66.12              17.98          
  3733.job1.output.15    o__Bacteroidales (UID2617)       213         406           265         28   378   0    0    0   0       90.75            0.00               0.00          
  3733.job1.output.33       k__Bacteria (UID203)          5449         98            58         7     49   35   7    0   0       89.31           46.13               5.36          
  3733.job1.output.39    o__Bacteroidales (UID2657)       160         492           269         44   421   26   1    0   0       88.48            8.18              17.24          
  3733.job1.output.7     o__Bacteroidales (UID2617)       213         406           265         45   357   4    0    0   0       88.15            0.51               0.00          
  3733.job1.output.29    p__Bacteroidetes (UID2605)       350         314           208         51   245   16   2    0   0       86.40            1.71              50.00          
  3733.job1.output.10    p__Bacteroidetes (UID2605)       350         315           209         63   248   4    0    0   0       79.63            0.77               0.00          
  3733.job1.output.3        k__Bacteria (UID203)          5449        103            57         13    45   45   0    0   0       78.07           29.11               2.22          
  3733.job1.output.45    o__Clostridiales (UID1226)       155         278           158         85   108   82   3    0   0       77.97           39.67               9.89          
  3733.job1.output.27      k__Bacteria (UID2982)           88         230           148         45   182   3    0    0   0       76.51            0.88              33.33          
  3733.job1.output.34       k__Bacteria (UID203)          5449        104            58         50    48   6    0    0   0       76.03           10.34               0.00          
  3733.job1.output.23    o__Bacteroidales (UID2617)       213         406           265        134   272   0    0    0   0       68.30            0.00               0.00          
  3733.job1.output.50       k__Bacteria (UID203)          5449        104            58         57    47   0    0    0   0       67.24            0.00               0.00          
  3733.job1.output.38    p__Bacteroidetes (UID2605)       350         314           208        127   156   31   0    0   0       66.87           10.87              35.48          
  3733.job1.output.31      k__Bacteria (UID2372)          131         177           106         76    99   2    0    0   0       65.57            1.26              50.00          
  3733.job1.output.28    o__Bacteroidales (UID2617)       213         406           265        189   216   1    0    0   0       52.94            0.13               0.00          
  3733.job1.output.6     o__Clostridiales (UID1212)       172         263           149        127   130   6    0    0   0       45.34            2.68              83.33          
  3733.job1.output.13       k__Bacteria (UID203)          5449        103            57         69    31   3    0    0   0       44.04            5.26               0.00          
  3733.job1.output.49    o__Bacteroidales (UID2617)       213         406           265        274   132   0    0    0   0       30.75            0.00               0.00          
  3733.job1.output.43       k__Bacteria (UID203)          5449        104            58         86    18   0    0    0   0       26.72            0.00               0.00          
  3733.job1.output.42      k__Bacteria (UID2565)          2921        152            93        107    43   2    0    0   0       26.46            2.15               0.00          
  3733.job1.output.35       k__Bacteria (UID203)          5449        103            57         87    16   0    0    0   0       22.81            0.00               0.00          
  3733.job1.output.41       k__Bacteria (UID203)          5449        104            58         91    12   1    0    0   0       20.69            1.72               0.00          
  3733.job1.output.26    o__Bacteroidales (UID2657)       160         492           269        382   110   0    0    0   0       17.10            0.00               0.00          
  3733.job1.output.40       k__Bacteria (UID203)          5449        103            57         88    11   4    0    0   0       14.83            0.64              50.00          
  3733.job1.output.18       k__Bacteria (UID203)          5449        104            58         98    6    0    0    0   0       10.34            0.00               0.00          
  3733.job1.output.30       k__Bacteria (UID203)          5449        104            58        101    3    0    0    0   0        3.45            0.00               0.00          
  3733.job1.output.32       k__Bacteria (UID203)          5449        104            58        103    1    0    0    0   0        1.72            0.00               0.00          
  3733.job1.output.8            root (UID1)               5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  3733.job1.output.47           root (UID1)               5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  3733.job1.output.46           root (UID1)               5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  3733.job1.output.37           root (UID1)               5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  3733.job1.output.36           root (UID1)               5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  3733.job1.output.17           root (UID1)               5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
